LegalNm,BusNm,Address,City,State,Country,Zipcode,Phone_Number,Website,Total_Assets,Clients
CONTINUUM WEALTH MANAGEMENT LLC,CONTINUUM WEALTH MANAGEMENT LLC,,,,,,(612) 296-6734,https://continuumwm.com,14342794,0
"WILLET, LLC",BEYOND TANGIBLE WEALTH,,,,,,402-858-7288,http://www.beyondtangiblewealth.com/,14343560,26-50
MAYFLOWER CAPITAL LLC,MAYFLOWER CAPITAL,,,,,,607-218-6020,,14348227,0
"SCG FINANCIAL SERVICES, LLC",GUZMAN WEALTH MANAGEMENT,108 WILD BASIN RD S,AUSTIN,TX,United States,78746,512-640-5475,https://www.linkedin.com/in/steven-guzm%C3%A1n- 0867662/,14349848,1-10
"KDB ASSET MANAGEMENT, LLC","KDB ASSET MANAGEMENT, LLC",55 BROAD STREET - 10TH FLOOR,NEW YORK,NY,United States,10004,212-227-6022,HTTP://KDBASSET.COM,14350000,
SIGNAL RESEARCH GROUP LLC,SIGNAL RESEARCH GROUP LLC,1603 E 19TH STREET,EDMOND,OK,United States,73013,405-509-2553,HTTPS://WWW.LINKEDIN.COM/COMPANY/3568450/,14350006,1-10
"DOUBLE EAGLE CAPITAL MANAGEMENT, LLC","DOUBLE EAGLE CAPITAL MANAGEMENT, LLC",,,,,,978-609-0958,,14350903,
"JOHN PIERSHALE WEALTH MANAGEMENT, LLC",JOHN PIERSHALE WEALTH MANAGEMENT,65 S VIRGINIA ST,CRYSTAL LAKE,IL,United States,60014,815-764-3737,http://www.johnpiershale.com,14351557,1-10
MCRAE CAPITAL MANAGEMENT L.L.C.,MCRAE CAPITAL MANAGEMENT L.L.C.,,,,,,425-673-4090,,14356970,1-10
"SAFE LOCK ADVISORS, LLC",PREVETT FINANCIAL,111 BRYON AVE,BEREA,KY,United States,40403,502-205-5200,HTTPS://WWW.LINKEDIN.COM/IN/DANIEL-PREVETT/,14358735,0
"STRATEGIC BUSINESS & WEALTH SOLUTIONS, INC.","STRATEGIC BUSINESS & WEALTH SOLUTIONS, INC.",2195 W 5400 SOUTH,SALT LAKE CITY,UT,United States,84129,801-963-4036,,14359601,11-25
MARKETWISE PRIVATE ASSET MANAGEMENT LLC,MARKETWISE ASSET MANAGEMENT,136 4TH STREET NORTH,ST. PETERSBURG,FL,United States,33701,813-446-4172,HTTPS://WWW.LINKEDIN.COM/IN/J-ALBERT-PINEDO-3356AB25,14361667,1-10
WADE MANAGEMENT LLC,WADE MANAGEMENT LLC,,,,,,202-213-1422,,14363403,
"DENTAL RETIREMENT STRATEGIES, INC.","DENTAL RETIREMENT STRATEGIES, INC.",5825 MILLWICK DR.,JOHNS CREEK,GA,United States,30005,404-909-3131,,14366200,
BUTTFIELD & ASSOCIATES,BUTTFIELD & ASSOCIATES,,,,,,732-747-9473,HTTP://WWW.BUTTFIELDANDASSOCIATES.COM,14367603,11-25
"SANDOR ADVISORS, LLC","SANDOR ADVISORS, LLC",,,,,,214-207-6300,,14387754,
"CONVERGENT CAPITAL PARTNERS, LLC","CONVERGENT CAPITAL PARTNERS, LLC",75 STATE STREET,BOSTON,MA,United States,02109,(617) 418-1900,HTTP://WWW.CONVERGENTCAPITALPARTNERS.COM,14401100,
MARTIN WILLIAM KRIKORIAN,CAPITAL WEALTH MANAGEMENT,9 BILLERICA ROAD,CHELMSFORD,MA,United States,01824,978-244-9254,HTTPS://WWW.CAPITALWEALTHMNGT.COM,14412482,0
"PRICE, JAMES JARRATT",DIVIDENDS & MORE,,,,,,404-947-6129,,14412968,
"VANTERRA CAPITAL GP, LLC","VANTERRA CAPITAL GP, LLC",853 BROADWAY,NEW YORK,NY,United States,10003,212-231-3930,,14414902,
"CORNERSTONE FINANCIAL, LLC",CORNERSTONE ADVISORY,801 ASBURY DRIVE,MANDEVILLE,LA,United States,70471,985-626-7574,https://www.safestrongmoney.com,14417109,101-250
"APM WEALTH, LLC",APM WEALTH,,,,,,(412) 576-7511,https://www.apm-wealth.com,14425308,26-50
"BEYOND FINANCIAL PLANNING, LLC","BEYOND FINANCIAL PLANNING, LLC",7910 WOODMONT AVE SUITE 310,BETHESDA,MD,United States,20814,240) 760-1100,https://bfpadvisors.com,14431281,26-50
"FS FINANCIAL ADVISORS, LLC","FS FINANCIAL ADVISORS, LLC",8350 N. CENTRAL EXPRESSWAY,DALLAS,TX,United States,75206,(214) 763-5167,https://www.facebook.com/freezesulkov/,14432110,0
"BALTIMORE AVENUE INVESTMENTS, LLC","BALTIMORE AVENUE INVESTMENTS, LLC",606 BALTIMORE AVENUE,TOWSON,MD,United States,21204,410 339-4546,HTTPS://WWW.BALTIMOREAVENUEINVESTMENTS.COM,14432535,
"MARTIN W. ROSENZVEIG & CO., LLC","MARTIN W. ROSENZVEIG & CO., LLC",,,,,,(248) 752-7647,,14438497,0
"CLEAR VIEW WEALTH ADVISORS, LLC",CLEAR VIEW WEALTH ADVISORS,4211 NORTH BUFFALO ROAD,ORCHARD PARK,NY,United States,14127,716-646-1515,https://www.primianofinancial.com/,14445423,
BRILLIANT FINANCIAL STRATEGIES LLC,BRILLIANT FINANCIAL STRATEGIES LLC,,,,,,888-807-6632,https://www.facebook.com/Brilliant-Financial-Strategies-LLC-1951875334824927/,14448072,1-10
YORKVILLE CAPITAL MANAGEMENT LLC,YORKVILLE CAPITAL MANAGEMENT LLC,1516 PARK AVENUE,NEW YORK,NY,United States,10029,212-755-1970,HTTPS://WWW.LINKEDIN.COM/COMPANY/6600287/,14451908,0
"STUART, DAVID BALDWIN",AUBURNDALE INVESTMENT MANAGEMENT,,,,,,617-875-2763,,14453500,0
"VISION FINANCIAL SERVICES, INC","VISION FINANCIAL SERVICES, INC",4140 E BASELINE RD,MESA,AZ,United States,85206,480-833-1553,HTTP://WWW.VISIONFINANCIALADVISORS.COM,14456235,51-100
"MILLER, MICHAEL JON",R.B. FINANCIAL GROUP,,,,,,520 441-9021,HTTP://RBFIN.COM,14459299,
"VASSOS INVESTMENTS, LLC","VASSOS INVESTMENTS, LLC",,,,,,856-273-1952,,14460000,1-10
"UNIVERSITY FINANCIAL STRATEGIES, LLC.","UNIVERSITY FINANCIAL STRATEGIES, LLC.",4801 GLENWOOD AVENUE,RALEIGH,NC,United States,27612,9193917526,HTTP://UNIVERSITYFINANCIALSTRATEGIES.COM,14460984,1-10
FRANKLIN BRIGHT WEALTH ADVISORS LLC,FRANKLIN BRIGHT WEALTH ADVISORS LLC,6723 E KNOB HILL DRIVE,KINGMAN,AZ,United States,86401,702-338-3916,,14462700,
"TATE WEALTH MANAGEMENT, LLC","TATE WEALTH MANAGEMENT, LLC",,,,,,703-623-3488,,14463970,0
DOUGLASS INC.,DOUGLASS FINANCIAL GROUP,"6312 S. FIDDLERS GREEN CIRCLE, SUITE 300E",GREENWOOD VILLAGE,CO,United States,80111,720-550-4340,HTTPS://WWW.DOUGLASSFINANCIALGROUP.COM,14465000,
AMOEBA GROWTH MANAGEMENT LLC,AMOEBA GROWTH MANAGEMENT LLC,,,,,,864-325-4700,,14471943,0
"JULIUS WEALTH ADVISORS, LLC","JULIUS WEALTH ADVISORS, LLC",,,,,,201-289-9181,https://www.juliuswealthadvisors.com/,14486508,26-50
BARBARA ANN ARNDT,ARNDT FINANCIAL SERVICES LLC,,,,,,315-637-0275,,14493000,1-10
"ATHERTON INVESTMENT MANAGEMENT , LLC",AIM ADVISORS,,,,,,503-936-0289,,14495000,0
ROUND OAK CAPITAL LLC,ROUND OAK CAPITAL LLC,"2421 IVY ROAD, SUITE 100",CHARLOTTESVILLE,VA,United States,22903,434-295-2000,HTTP://WWW.ROUNDOAKCAP.COM,14499557,
"CONTI, ALLEN CHARLES",BROKER ONE,,,,,,330-533-9024,HTTP://BROKERONEINVESTMENTS.COM\,14500000,0
SAGACIOUS CAPITAL LLC,SAGACIOUS CAPITAL LLC,,,,,,(202) 795-2200,HTTP://WWW.SAGACIOUSCAPITAL.COM,14500000,0
"DIGIOVANNI FINANCIAL GROUP, LLC","DIGIOVANNI FINANCIAL GROUP, LLC",,,,,,941-445-0832,,14500000,
"POOLE, JOHN ALFRED, JR.",JOHN A. POOLE-FINANCIAL ADVISOR,401 BONNASPRING DRIVE,HERMITAGE,TN,United States,37076-1147,615-883-2131,https://www.linkedin.com/in/john-poole-3a47029,14500000,0
GERALD W. BARNARD,B4 FINANCIAL PLANNING,,,,,,757-548- 1183,,14501438,0
"GROW WITH ME, LLC",GROW WITH ME,,,,,,702-336-4783,https://instagram.com/andrik_cordero,14505057,1-10
"COVERED EDGE ASSET MANAGEMENT, LLC","COVERED EDGE ASSET MANAGEMENT, LLC",,,,,,916-802-1657,HTTP://WWW.COVEREDEDGE.COM,14514000,0
"LANDFALL FINANCIAL ADVISORS, INC.","LANDFALL FINANCIAL ADVISORS, INC.",,,,,,614-877-8292,HTTP://WWW.LANDFALLADVISORS.COM,14514820,1-10
"WILLIAMS WEALTH SERVICES, LTD",WILLIAMS WEALTH SERVICES,3380 TRAVIS POINTE RD,ANN ARBOR,MI,United States,48108,734-786-3870,HTTPS://TWITTER.COM/WMSWEALTHSERV,14517022,11-25
MONETARY MANAGEMENT CORPORATION,MONETARY MANAGEMENT CORPORATION,530 BUSH STREET,SAN FRANCISCO,CA,United States,94108,(415) 981-9200,HTTP://WWW.MMCSFO.COM,14517362,0
WALLACH PLANNING & INVESTMENTS LLC,WALLACH PLANNING & INVESTMENTS,,,,,,757-408-4497,,14520000,0
K WEALTH ADVISORS LLC,K WEALTH ADVISORS,,,,,,484.433.1199,,14524222,26-50
RONALD ALAN LEDERKRAMER,"RONALD A. LEDERKRAMER, CPA, CFP",,,,,,213 453-0730,,14533000,1-10
"FRIDLEY, GREGORY SCOTT",SOCIETY INVESTMENT MANAGEMENT,,,,,,410-744-0052,,14536738,26-50
PURPLE DOG INVESTMENTS LLC,PURPLE DOG INVESTMENTS LLC,100 MORRIS AVENUE,SPRINGFIELD,NJ,United States,07081,973-420-8267,https://www.facebook.com/PurpleDogInvestments/,14545604,
"NEXTWAVE ADVISORS, LLC",NEXTWAVE ADVISORS,,,,,,813-716-0286,https://www.youhaveaplan.com/,14550000,1-10
PRO:ACT CAPITAL MANAGEMENT LLC,PRO:ACT CAPITAL MANAGEMENT LLC,,,,,,609-731-7332,HTTP://WWW.PROACTCAPITAL.COM,14551985,
"FOUNDATIONS FINANCIAL GROUP EXECUTIVE SOLUTIONS, INC.",EXECUTIVE WEALTH PARTNERS,9802 NICHOLAS ST.,OMAHA,NE,United States,68114,402-991-1700,HTTP://EXECUTIVEWEALTHPARTNERS.COM,14560539,0
"TEXAS ELITE ADVISORY, LLC",AMERICAN ELITE ADVISORY,,,,,,972-437-8960,https://www.americaneliteadvisory.com/,14562976,
DOMINION FINANCIAL CONSULTANTS,"DOMINION FINANCIAL CONSULTANTS, LLC",,,,,,202-552-5992,HTTPS://WWW.DOMINIONCONSULT.COM,14563698,1-10
DLB WEALTH ADVISORS LLC,DLB WEALTH ADVISORS LLC,,,,,,646-285-4851,,14581221,0
"POYDRAS CAPITAL PARTNERS, LLC",POYDRAS CAPITAL PARTNERS,433 METAIRIE ROAD,METAIRIE,LA,United States,70005,504-508-8900,HTTPS://WWW.POYDRASCAP.COM,14583370,0
"OSHMAN, GEOFFRY HILLEL","GEOFFRY H. OSHMAN, CFP",,,,,,713-795-4898,,14595953,11-25
FTC PROSPERITY ADVISORS,TAYLORS FINANCIAL,4025 AUTOMATION WAY D3,FORT COLLINS,CO,United States,80525,970-584-9551,https://www.facebook.com/TaylorsFinancial,14601000,1-10
"SOUND FINANCIAL ADVISORS, INC.","SOUND FINANCIAL ADVISORS, INC.",,,,,,206-448-6222,HTTP://WWW.SOUND-FINANCIAL.COM,14607688,0
"CONCORDIA WEALTH PLANNING, LLC","CONCORDIA WEALTH PLANNING, LLC",,,,,,(614) 881-1500,https://www.concordiawp.com,14624020,26-50
"PVB WEALTH MANAGEMENT, LLC","PVB WEALTH MANAGEMENT, LLC",,,,,,626-210-2744,https://www.linkedin.com/feed/,14625000,1-10
"JSD & ASSOCIATES , INC",UPSTATE ADVISORS GROUP,453 SOUTH MAIN STREET,NORTH SYRACUSE,NY,United States,13212,315-422-1200,,14625420,0
"PRESIDIO FINANCIAL, LLC","PRESIDIO FINANCIAL, LLC","5850 SAN FELIPE, SUITE 500",HOUSTON,TX,United States,77057,713-416-8760,https://presidioplan.com,14627129,101-250
"GDS INVESTMENTS, LLC","GDS INVESTMENTS, LLC",,,,,,484-888-9155,HTTPS://TWITTER.COM/GDSUROWIEC,14629945,
"LEGACY FINANCIAL DESIGNS, LLC",LEGACY FINANCIAL DESIGNS,18 AUGUSTA PINES DRIVE,SPRING,TX,United States,77389,832-510-0175,https://www.facebook.com/LegacyFinancialDesigns/,14634595,26-50
"VARDON CAPITAL, L.L.C.","VARDON CAPITAL, L.L.C.",,,,,,973-769-0824,,14650190,
"OLSON MANAGEMENT, LLC",OLSON MANAGEMENT,4000 WESTERLY PLACE,NEWPORT BEACH,CA,United States,92660,949-476-1911,,14658047,0
CHRISTMAN FINANCIAL ADVISORS LLC,CHRISTMAN FINANCIAL ADVISORS LLC,,,,,,610-349-6307,HTTP://WWW.CHRISTMANFINANCIAL.COM/,14668917,26-50
TULA INVESTMENT GROUP LLC,TULA INVESTMENT GROUP LLC,,,,,,510-390-4774,HTTP://WWW.TULAINVESTMENTGROUP.COM,14670000,
"WNA WEALTH MANAGEMENT, LLC","WNA WEALTH MANAGEMENT, LLC",231 CAPITOL STREET,CHARLESTON,WV,United States,25301,(304) 342-2006,https://www.wnawm.com,14681020,0
SUNRIFT CAPITAL PARTNERS LLC,SUNRIFT CAPITAL PARTNERS LLC,2498 PERRY CROSSING WAY,PLAINFIELD,IN,United States,46168,317-272-5810,HTTP://WWW.SUNRIFTCP.COM,14684484,51-100
"PFO INVESTMENT ADVISORS, LLC","PFO INVESTMENT ADVISORS, LLC",5633 STRAND BOULEVARD,NAPLES,FL,United States,34110,239 591-5949,,14696324,
"WOLFSON, LESLIE JAY",WOLFSON WEALTH MANAGEMENT,,,,,,916-769-0078,,14700000,
"SALT CAPITAL MANAGEMENT, INC.",SALT CAPITAL MANAGEMENT,999 CORPORATE DRIVE,LADERA RANCH,CA,United States,92694,6198694017,http://www.saltcapitalwm.com,14700000,0
ECLIPSE ASSET MANAGEMENT LLC,ECLIPSE ASSET MANAGEMENT LLC,,,,,,(414) 810-1080,,14700000,
"J.R.PLUTA CAPITAL MANAGEMENT, INC.","J.R.PLUTA CAPITAL MANAGEMENT, INC.",20 OFFICE PARK WAY,PITTSFORD,NY,United States,14534-1718,585-385-6160,,14700000,
"MM ASCEND LIFE INVESTOR SERVICES, LLC","MM ASCEND LIFE INVESTOR SERVICES, LLC",191 ROSA PARKS STREET,CINCINNATI,OH,United States,45202,513-361-9525,HTTP://massmutualascend.com/mmalis,14709000,
"GLOBAL LEVERAGE AND INVESTMENTS, INC.",OPTIFOLIO,,,,,,713-782-4564,HTTP://WWW.GLNI.COM/OPTIFOLI.HTM,14709174,0
"EMPOWERMENT FINANCIAL GUIDANCE, LLC","EMPOWERMENT FINANCIAL GUIDANCE, LLC",4030 MOORPARK AVENUE,SAN JOSE,CA,United States,95117,408-837-9363,https://www.linkedin.com/company/69091556/admin/,14723212,11-25
"SILVA FIDUCIARY ADVISORS, INC.",SILVA FIDUCIARY ADVISORS,601 INNOVATION WAY,DAYTONA BEACH,FL,United States,32114,386-212-9796,https://www.silvafiduciary.com,14726040,0
"SEQUOIA WEALTH, LLC","SEQUOIA WEALTH, LLC",,,,,,760-282-8015,,14730560,
TAYLOR K A ASSOCIATES INC,TAYLOR K A ASSOCIATES INC,,,,,,8059275518,,14731994,1-10
PATHFINDER PLANNING LLC,PATHFINDER PLANNING LLC,,,,,,704-301-7522,HTTPS://WWW.FACEBOOK.COM/YOUR-FINANCIAL-MOM-104454556286904/,14742793,26-50
"CAUBARREAUX, ANDRE PAUL",ANDRE CAUBARREAUX,,,,,,318-253-8805,,14743553,0
"DRANSFELDT, GERRY BRUCE","GERRY DRANSFELDT RIA, INC",,,,,,714-348-5973,,14750000,0
"ARDENT WEALTH ADVISORY, LLC","ARDENT WEALTH ADVISORY, LLC",3518 FOX HURST DRIVE,MIDLOTHIAN,VA,United States,23113,804-405-3819,https://www.facebook.com/MoneyPulseUSA/,14750489,1-10
"CUNNINGHAM & ASSOCIATES, LLC","CUNNINGHAM & ASSOCIATES, LLC",1301 W. LONG LAKE RD,TROY,MI,United States,48098,248-952-1502,HTTP://WWW.CUNNINGHAMONLINE.COM,14751608,26-50
"GUITIAN WEALTH MANAGEMENT, LLC","GUITIAN WEALTH MANAGEMENT, LLC",1921 NW 150 AVENUE,PEMBROKE PINES,FL,United States,33028,954-389-7297,HTTP://WWW.GUITIANWEALTH.COM,14758000,1-10
COMAL WEALTH MANAGEMENT LLC,COMAL WEALTH MANAGEMENT,,,,,,877-266-2596,https://www.facebook.com/ComalWealth,14761984,0
"RR PORTFOLIOS, LLC","RR PORTFOLIOS, LLC",2201 COOPERATIVE WAY,HERNDON,VA,United States,20171,(937) 802-4997,HTTPS://RRPORTFOLIOS.COM,14768686,
"INSIGHT FINANCIAL STRATEGISTS, LLC",INSIGHT FINANCIAL STRATEGISTS,29 CRAFTS STREET,NEWTON,MA,United States,02458,781 489 3994,https://divorcefriday.com,14770115,26-50
"ELISEA FRISHBERG ADVISORY GROUP, L.L.C.","ELISEA FRISHBERG ADVISORY GROUP, L.L.C.",,,,,,3058773313,,14770305,0
KARAFILIS INVESTMENTS CORPORATION,KARAFILIS INVESTMENTS CORPORATION,,,,,,858-481-7083,,14782710,0
"FITZPATRICK FINANCIAL SOLUTIONS, LLC","FITZPATRICK FINANCIAL SOLUTIONS, LLC",,,,,,5172530973,,14782825,0
"THE DAVENPORT FINANCIAL GROUP, INC.","THE DAVENPORT FINANCIAL GROUP, INC.",267 REGENCY RIDGE DRIVE,DAYTON,OH,United States,45459,937-298-3113,HTTP://WW.DAVENPORTDG.COM,14786920,0
GREEN OCEAN GLOBAL ADVISORS LLC,GREEN OCEAN GLOBAL ADVISORS LLC,,,,,,(415) 347-8057,https://www.linkedin.com/company/green-ocean-global-advisors/,14788283,0
"LEAMNSON CAPITAL ADVISORY, LLC","LEAMNSON CAPITAL ADVISORY, LLC",,,,,,703-436-9833,https://www.linkedin.com/in/fredleamnson/,14788299,0
"BLUEPRINT FINANCIAL STRATEGIES, LLC","BLUEPRINT FINANCIAL STRATEGIES, LLC",952 B GREENSBORO RD,EATONTON,GA,United States,31024,706-927-6332,https://meet.kbs4me.com/,14793648,1-10
TECHNOVISION MANAGEMENT LLC,TECHNOVISION MANAGEMENT LLC,,,,,,408 209 8887,HTTP://WWW.TECHNOVISIONFUND.COM,14795807,
"GREEN TRAIL INVESTMENTS, LLC","GREEN TRAIL INVESTMENTS, LLC",,,,,,412-427-4828,HTTP://WWW.GREENTRAILINVESTMENTS.COM/,14799191,1-10
"QUANTUMVEST, INC.","QUANTUMVEST, INC.",2600 N. 44TH ST.,PHOENIX,AZ,United States,85008,480-237-4007,https://quantum-vest.com/,14804433,0
BLUEPRINT 360 LLC,BLUEPRINT 360 LLC,4306 YOAKUM BLVD,HOUSTON,TX,United States,77006,(832) 736-7402,https://www.theblueprint360.com/,14809797,11-25
"QUANTLAB CAPITAL MANAGEMENT, LLC","QUANTLAB CAPITAL MANAGEMENT, LLC",3 GREENWAY PLAZA,HOUSTON,TX,United States,77046,713-333-5440,HTTPS://WWW.QUANTLAB.COM/,14818105,
"3SISTERS SUSTAINABLE MANAGEMENT, INC","3SISTERS SUSTAINABLE MANAGEMENT, INC",,,,,,6102202486,HTTP://WWW.3SISTERSINVEST.COM,14820794,0
"RED CLOVER FINANCIAL PLANNING, LLC","RED CLOVER FINANCIAL PLANNING, LLC",,,,,,703-677-4587,https://www.linkedin.com/company/redcloverfinancialplanning,14829246,26-50
"HASLET ADVISORS, LLC","HASLET ADVISORS, LLC",,,,,,609-896-4140,,14829279,1-10
"MCNARON GROUP, INC.","MCNARON GROUP, INC.",1005 NOBLE STREET,ANNISTON,AL,United States,36201-4636,256-237-5817,,14837797,0
"CMS FUND ADVISERS, LLC","CMS FUND ADVISERS, LLC",308 E. LANCASTER AVENUE,WYNNEWOOD,PA,United States,19096-2145,610-896-3000,http://www.cmsco.com (no longer available),14839769,
IRONCREST CAPITAL MANAGEMENT LLC,IRONCREST CAPITAL MANAGEMENT LLC,2420 CASTILLO STREET,SANTA BARBARA,CA,United States,93105,213-709-4729,https://www.linkedin.com/in/ray-dibartolomeo-65406b6b/,14839970,
MANN CAPITAL MANAGEMENT LLC,MANN CAPITAL MANAGEMENT LLC,"73 CAVALIER BLVD, STE 212",FLORENCE,KY,United States,41042,859-344-6266,HTTP://MCMNKY.COM,14840902,1-10
"EVERGREEN INVESTMENT MANAGEMENT, LLC","EVERGREEN INVESTMENT MANAGEMENT, LLC",,,,,,480-510-7575,HTTP://WWW.EVERGREENINVESTMENTMANAGEMENT.COM,14850000,0
"WOLFF FINANCIAL ADVISORS, LLC","WOLFF FINANCIAL ADVISORS, LLC",11001 WEST 120TH AVE,BROOMFIELD,CO,United States,80021,303-353-0500,HTTPS://WOLFF-FINANCIAL.COM,14857202,11-25
"HUTH ADVISORY GROUP, LLC","HUTH ADVISORY GROUP, LLC",602 WALDOCH DRIVE,APPLETON,WI,United States,54913,920-882-9400,HTTP://WWW.HUTHADVISORYGROUP.COM,14871373,1-10
"YELLOW DOG FINANCIAL, INC.","YELLOW DOG FINANCIAL, INC.",,,,,,508-472-0279,https://www.facebook.com/yellowdogfinancial,14874881,51-100
"THE MERIDIAN BUSINESS GROUP, LTD.","THE MERIDIAN BUSINESS GROUP, LTD",7612 WEST NORTH AVENUE,ELMWOOD PARK,IL,United States,60707,708-452-9169,HTTP://WWW.MYBNOW.COM,14881087,11-25
WOODSON WEALTH MANAGEMENT AND CONSULTING INC,WOODSON WEALTH MANAGEMENT,,,,,,760-566-8533,https://www.instagram.com/jamiemlima/,14881208,51-100
BOX HILL PRIVATE WEALTH,BOX HILL PRIVATE WEALTH,9393 N. 90TH STRREET,SCOTTSDALE,AZ,United States,85258,480-672-2800,https://www.zfprivatewealth.com,14886057,0
"SJ BOYLE WEALTH PLANNING, LLC","SJ BOYLE WEALTH PLANNING, LLC",,,,,,603-277-9953,https://twitter.com/sallyboyle4,14886582,26-50
WEALTHOUGHT LLC,WEALTHOUGHT LLC,,,,,,574-850-5894,,14888062,11-25
"REED FINANCIAL, LLC","REED FINANCIAL, LLC",,,,,,515-771-5736,https://reedfinancialllc.com,14890629,0
"MORE SIGNAL PLANNING, LLC",ENOW FINANCIAL,,,,,,503-714-7357,https://www.moresignalplanning.com,14899098,51-100
VINKEMULDER FINANCIAL L.L.C.,VINKEMULDER FINANCIAL L.L.C.,,,,,,616-402-4450,,14900000,
"COASTAL FINANCIAL ADVISORS, INC.","COASTAL FINANCIAL ADVISORS, INC.",,,,,,732-683-2330,HTTP://WWW.COASTALFA.COM,14900000,26-50
"INTERFUND MANAGEMENT SERVICES, INC.","INTERFUND MANAGEMENT SERVICES, INC.",,,,,,206-390-0067,HTTP://WWW.IMSADVISOR.COM,14906323,0
"DUNPHY WEALTH MANAGEMENT, INC.","DUNPHY WEALTH MANAGEMENT, INC.",1080 NIMITZVIEW DRIVE,CINCINNATI,OH,United States,45230-4376,513-232-6333,HTTP://DUNPHYWM.COM,14914113,1-10
"IMPART FINANCIAL, LLC","IMPART FINANCIAL, LLC",,,,,,817-921-5656,HTTPS://WWW.IMPARTFINANCIAL.COM,14922000,26-50
VICTORY FINANCIAL SERVICES LLC,VICTORY FINANCIAL SERVICES LLC,3637 MEDINA RD,MEDINA,OH,United States,44256,330-331-4447,HTTP://WWW.VICTORYPLANNERS.COM,14928067,1-10
PINELIGHT FINANCIAL LLC,PINELIGHT FINANCIAL LLC,,,,,,630-484-3637,http://pinelightfinancial.com,14928675,0
JMN INVESTMENT MANAGEMENT LLC,JMN INVESTMENT MANAGEMENT LLC,,,,,,561-410-5815,HTTP://WWW.JMNINVESTMENT.COM,14931280,0
CONSERVEST MANAGEMENT CO,CONSERVEST MANAGEMENT CO,966 CHURCHILL ROAD,WOODSTOCK,VT,United States,05091,802/457-9100,,14932389,0
"GRIDLINE ADVISORS, LLC",GRIDLINE,3340 PEACHTREE ROAD NE,ATLANTA,GA,United States,30306,470-795-8282,https://www.facebook.com/gridlineinvest,14939347,
MAIN STREET FINANCIAL ADVISORY LLC,MAIN STREET FINANCIAL ADVISORY LLC,291 MAIN STREET,WEST NEWBURY,MA,United States,01985,(617) 797-4916,https://www.mainstreetfinancialadvisory.com,14943308,26-50
"GATEWAY FINANCIAL GROUP, INC.","GATEWAY FINANCIAL GROUP, INC.",3310 N. PARHAM ROAD,HENRICO,VA,United States,23294,804-270-7710,,14949777,1-10
"SOUND INVESTMENT MANAGEMENT, LLC","SOUND INVESTMENT MANAGEMENT, LLC",9870 RESEARCH DRIVE,IRVINE,CA,United States,92618,888-500-0375,https://soundinvest.us/,14949859,1-10
"DYNAMIC CAPITAL MANAGEMENT, INC.","DYNAMIC CAPITAL MANAGEMENT, INC.",1007 WEST 3RD AVENUE,ANCHORAGE,AK,United States,99501,907-562-6374,HTTP://DYNAMICCAPITALMANAGEMENT.COM,14952675,0
MGH ASSET MANAGEMENT LTD,MGH ASSET MANAGEMENT,"11, 14-20 ALPHA STREET",WELLINGTON,,New Zealand,6011,6449778862,HTTPS://NZ.LINKEDIN.COM/COMPANY/MGH-ASSET-MANAGEMENT,14960434,
"FAMILY LEGACY ADVISORS, LLC","FAMILY LEGACY ADVISORS, LLC",10740 NALL AVE,OVERLAND PARK,KS,United States,66211,913-385-9409,https://www.facebook.com/familylegacyadvisors,14969161,
"SWITZKY, STEPHEN BAKER",77TH STREET INVESTORS,,,,,,212-579-1363,,14987595,0
"ACCESS PLANNING PARTNERS, LLC","ACCESS PLANNING PARTNERS, LLC",10925 CRABAPPLE ROAD,ROSWELL,GA,United States,30075,470-288-3377,https://appga.net/,14990413,26-50
FIDUCIARY TRUST PRIVATE WEALTH COUNSEL LLC,FIDUCIARY TRUST PRIVATE WEALTH COUNSEL LLC,,,,,,352-301-3512,,14994651,11-25
